CNPJ;UF;Ente Federativo;Regime
66229584000180;MG;Santa Rita de Minas;RGPS
18413187000110;MG;Santa Rita do Itueto;RGPS
18192898000102;MG;Santa Rita do Sapucaí;RGPS
18192252000125;MG;Santa Rosa da Serra;RGPS
18457226000181;MG;Santa Vitória;RPPS
18245183000170;MG;Santana da Vargem;RGPS
17702515000136;MG;Santana de Cataguases;RGPS
18116178000168;MG;Santana de Pirapama;RGPS
18338277000194;MG;Santana do Deserto;RGPS
18338285000130;MG;Santana do Garambéu;RGPS
17888116000101;MG;Santana do Jacaré;RGPS
18385146000168;MG;Santana do Manhuaçu;RGPS
38515573000120;MG;Santana do Paraíso;RGPS
18715458000192;MG;Santana do Riacho;RGPS
19718394000146;MG;Santana dos Montes;RGPS
18244335000110;MG;Santo Antônio do Amparo;RGPS
17710476000119;MG;Santo Antônio do Aventureiro;RGPS
18836973000120;MG;Santo Antônio do Grama;RGPS
18303222000149;MG;Santo Antônio do Itambé;RGPS
18349951000136;MG;Santo Antônio do Jacinto;RGPS
16870974000166;MG;Santo Antônio do Monte;RPPS
01612484000192;MG;Santo Antônio do Retiro;RGPS
18303248000197;MG;Santo Antônio do Rio Abaixo;RGPS
17694886000113;MG;Santo Hipólito;RGPS
17747924000159;MG;Santos Dumont;RGPS
17877176000129;MG;São Bento Abade;RGPS
20356754000196;MG;São Brás do Suaçuí;RGPS
01613129000138;MG;São Domingos das Dores;RGPS
18401018000160;MG;São Domingos do Prata;RGPS
01613121000171;MG;São Félix de Minas;RGPS
22679153000140;MG;São Francisco;RPPS
18312975000110;MG;São Francisco de Paula;RGPS
18457283000160;MG;São Francisco de Sales;RGPS
18114231000191;MG;São Francisco do Glória;RPPS
18137935000180;MG;São Geraldo;RGPS
18307470000168;MG;São Geraldo da Piedade;RGPS
01613075000100;MG;São Geraldo do Baixio;RGPS
18602086000198;MG;São Gonçalo do Abaeté;RGPS
18291369000166;MG;São Gonçalo do Pará;RGPS
24380651000112;MG;São Gonçalo do Rio Abaixo;RGPS
17754151000138;MG;São Gonçalo do Rio Preto (antigo Felisberto Caldeira);RGPS
18712158000150;MG;São Gonçalo do Sapucaí;RGPS
18602037000155;MG;São Gotardo;RGPS
18241778000158;MG;São João Batista do Glória;RGPS
01612494000128;MG;São João da Lagoa;RPPS
17935206000106;MG;São João da Mata;RGPS
16928483000129;MG;São João da Ponte;RPPS
01612486000181;MG;São João das Missões;RPPS
17749896000109;MG;São João del Rei;RPPS
66232521000182;MG;São João do Manhuaçu;RPPS
22705248000190;MG;São João do Manteninha;RGPS
18338848000190;MG;São João do Oriente;RGPS
01612474000157;MG;São João do Pacuí;RGPS
24791154000107;MG;São João do Paraíso;RGPS
18307488000160;MG;São João Evangelista;RGPS
18558072000114;MG;São João Nepomuceno;RGPS
01612516000150;MG;São Joaquim de Bicas;RGPS
01616458000132;MG;São José da Barra;RGPS
42774281000180;MG;São José da Lapa;RGPS
18409235000105;MG;São José da Safira;RGPS
18313882000100;MG;São José da Varginha;RGPS
18025999000199;MG;São José do Alegre;RGPS
18404988000110;MG;São José do Divino;RGPS
18402552000191;MG;São José do Goiabal;RGPS
18409201000102;MG;São José do Jacuri;RPPS
18392514000103;MG;São José do Mantimento;RGPS
18188219000121;MG;São Lourenço;RGPS
18133926000110;MG;São Miguel do Anta;RGPS
18666172000164;MG;São Pedro da União;RGPS
18409243000143;MG;São Pedro do Suaçuí;RGPS
19243500000182;MG;São Pedro dos Ferros;RGPS
24891418000102;MG;São Romão;RPPS
18306670000104;MG;São Roque de Minas;RGPS
17935370000113;MG;São Sebastião da Bela Vista;RGPS
01616854000160;MG;São Sebastião da Vargem Alegre;RGPS
01613123000160;MG;São Sebastião do Anta;RGPS
18409177000101;MG;São Sebastião do Maranhão;RGPS
18308734000106;MG;São Sebastião do Oeste;RPPS
18241349000180;MG;São Sebastião do Paraíso;RPPS
18303263000135;MG;São Sebastião do Rio Preto;RGPS
17906314000150;MG;São Sebastião do Rio Verde;RGPS
18008920000111;MG;São Thomé das Letras;RGPS
17749904000117;MG;São Tiago;RGPS
18241364000129;MG;São Tomás de Aquino;RGPS
17954546000184;MG;São Vicente de Minas;RGPS
18026005000159;MG;Sapucaí-Mirim;RGPS
18307496000106;MG;Sardoá;RGPS
01612509000158;MG;Sarzedo;RPPS
01625189000170;MG;Sem Peixe;RGPS
41778556000190;MG;Senador Amaral;RGPS
17724576000102;MG;Senador Cortes;RGPS
18128231000140;MG;Senador Firmino;RGPS
18675926000142;MG;Senador José Bento;RGPS
17754110000141;MG;Senador Modestino Gonçalves;RGPS
23515703000158;MG;Senhora de Oliveira;RGPS
18307504000114;MG;Senhora do Porto;RPPS
18094870000132;MG;Senhora dos Remédios;RGPS
19243518000184;MG;Sericita;RGPS
18008854000180;MG;Seritinga;RGPS
18303230000195;MG;Serra Azul de Minas;RGPS
18301069000110;MG;Serra da Saudade;RPPS
18468058000120;MG;Serra do Salitre;RPPS
18398966000194;MG;Serra dos Aimorés;RGPS
18243261000106;MG;Serrania;RGPS
01612501000191;MG;Serranópolis de Minas;RGPS
18008912000175;MG;Serranos;RPPS
18303271000181;MG;Serro;RGPS
24996969000122;MG;Sete Lagoas;RGPS
01613375000190;MG;Setubinha;RGPS
17744558000184;MG;Silveirânia;RGPS
18675942000135;MG;Silvianópolis;RGPS
18338293000187;MG;Simão Pereira;RGPS
18385120000110;MG;Simonésia;RGPS
18083055000178;MG;Sobrália;RPPS
18188235000114;MG;Soledade de Minas;RGPS
17744798000189;MG;Tabuleiro;RGPS
18017384000110;MG;Taiobeiras;RGPS
01616741000164;MG;Taparuba;RGPS
18140806000140;MG;Tapira;RGPS
20920625000189;MG;Tapiraí;RGPS
18302315000159;MG;Taquaraçu de Minas;RGPS
18338855000192;MG;Tarumirim;RGPS
18134056000102;MG;Teixeiras;RGPS
18404780000109;MG;Teófilo Otoni;RPPS
19875020000134;MG;Timóteo;RGPS
18557579000153;MG;Tiradentes;RGPS
18602094000134;MG;Tiros;RGPS
18128223000102;MG;Tocantins;RPPS
01601656000122;MG;Tocos do Moji;RGPS
18677617000101;MG;Toledo;RGPS
18114223000145;MG;Tombos;RGPS
17955535000119;MG;Três Corações;RPPS
17695008000112;MG;Três Marias;RPPS
18245167000188;MG;Três Pontas;RPPS
21078563000172;MG;Tumiritinga;RGPS
18260489000104;MG;Tupaciguara;RGPS
25324187000100;MG;Turmalina;RPPS
18712141000100;MG;Turvolândia;RGPS
18128207000101;MG;Ubá;RPPS
18017459000163;MG;Ubaí;RGPS
66229717000118;MG;Ubaporanga;RGPS
18428839000190;MG;Uberaba;RPPS
18431312000115;MG;Uberlândia;RPPS
18404996000166;MG;Umburatiba;RGPS
18125161000177;MG;Unaí;RPPS
01051819000140;MG;União de Minas;RGPS
01609942000134;MG;Uruana de Minas;RGPS
18316281000151;MG;Urucânia;RGPS
25223850000180;MG;Urucuia;RPPS
01613128000193;MG;Vargem Alegre;RGPS
16788309000128;MG;Vargem Bonita;RGPS
01612885000142;MG;Vargem Grande do Rio Pardo;RGPS
18240119000105;MG;Varginha;RPPS
01609780000134;MG;Varjão de Minas;RPPS
18279059000126;MG;Várzea da Palma;RPPS
18017467000100;MG;Varzelândia;RGPS
18278069000147;MG;Vazante;RGPS
01612505000170;MG;Verdelândia;RGPS
01614685000129;MG;Veredinha;RPPS
18428946000119;MG;Veríssimo;RGPS
01620744000171;MG;Vermelho Novo;RGPS
18715425000142;MG;Vespasiano;RPPS
18132449000179;MG;Viçosa;RPPS
17947599000178;MG;Vieiras;RGPS
18348730000143;MG;Virgem da Lapa;RGPS
25970260000110;MG;Virgínia;RGPS
18307512000160;MG;Virginópolis;RPPS
18409185000158;MG;Virgolândia;RGPS
18137927000133;MG;Visconde do Rio Branco;RPPS
17710690000175;MG;Volta Grande;RGPS
18026013000103;MG;Wenceslau Braz;RGPS
03184066000177;MS;Água Clara;RPPS
37226651000104;MS;Alcinópolis;RGPS
03568433000136;MS;Amambaí;RPPS
03452307000111;MS;Anastácio;RGPS
03575727000195;MS;Anaurilândia;RGPS
03747649000169;MS;Angélica;RPPS
03567930000110;MS;Antônio João;RPPS
03563335000106;MS;Aparecida do Taboado;RPPS
03452299000103;MS;Aquidauana;RPPS
03759271000113;MS;Aral Moreira;RPPS
03501491000142;MS;Bandeirantes;RGPS
03576220000156;MS;Bataguassu;RGPS
03505013000100;MS;Bataiporã;RGPS
03217916000196;MS;Bela Vista;RGPS
15465016000147;MS;Bodoquena;RPPS
03073673000160;MS;Bonito;RPPS
03184058000120;MS;Brasilândia;RGPS
03155900000104;MS;Caarapó;RPPS
03501517000152;MS;Camapuã;RPPS
03501509000106;MS;Campo Grande;RPPS
03217924000132;MS;Caracol;RGPS
03342920000186;MS;Cassilândia;RPPS
24651200000172;MS;Chapadão do Sul;RPPS
03501525000107;MS;Corguinho;RGPS
01988914000175;MS;Coronel Sapucaia;RPPS
03330461000110;MS;Corumbá;RPPS
15389596000130;MS;Costa Rica;RPPS
03510211000162;MS;Coxim;RPPS
03903176000141;MS;Deodápolis;RGPS
24616187000110;MS;Dois Irmãos do Buriti;RPPS
15479751000100;MS;Douradina;RPPS
03155926000144;MS;Dourados;RPPS
03741675000180;MS;Eldorado;RPPS
03155751000175;MS;Fátima do Sul;RPPS
07158578000110;MS;Figueirão;RGPS
03155942000137;MS;Glória de Dourados;RGPS
15412257000128;MS;Governo do Estado do Mato Grosso do Sul;RPPS
03403896000148;MS;Guia Lopes da Laguna;RPPS
03568318000161;MS;Iguatemi;RGPS
03342938000188;MS;Inocência;RPPS
03156999000150;MS;Itaporã;RPPS
15403041000104;MS;Itaquiraí;RPPS
03575875000100;MS;Ivinhema;RPPS
15905342000128;MS;Japorã;RGPS
03501533000145;MS;Jaraguari;RGPS
03162047000140;MS;Jardim;RPPS
03783859000102;MS;Jateí;RPPS
24644296000141;MS;Juti;RGPS
03330453000174;MS;Ladário;RPPS
01989813000119;MS;Laguna Carapã;RGPS
03442597000112;MS;Maracaju;RPPS
03452315000168;MS;Miranda;RGPS
03741683000126;MS;Mundo Novo;RPPS
03155934000190;MS;Naviraí;RPPS
03073699000108;MS;Nioaque;RGPS
37212719000104;MS;Nova Alvorada do Sul;RPPS
03173317000118;MS;Nova Andradina;RPPS
37226644000102;MS;Novo Horizonte do Sul;RGPS
17361639000103;MS;Paraíso das Águas;RGPS
03343118000100;MS;Paranaíba;RPPS
01998335000103;MS;Paranhos;RPPS
03352986000157;MS;Pedro Gomes;RGPS
03434792000109;MS;Ponta Porã;RPPS
03107539000132;MS;Porto Murtinho;RPPS
03501541000191;MS;Ribas do Rio Pardo;RGPS
03681582000107;MS;Rio Brilhante;RPPS
03501558000149;MS;Rio Negro;RGPS
03354560000132;MS;Rio Verde de Mato Grosso;RPPS
03501566000195;MS;Rochedo;RPPS
01561372000150;MS;Santa Rita do Pardo;RGPS
15389588000194;MS;São Gabriel do Oeste;RGPS
15410665000140;MS;Selvíria;RGPS
03889011000162;MS;Sete Quedas;RPPS
03501574000131;MS;Sidrolândia;RPPS
24651234000167;MS;Sonora;RPPS
03888989000100;MS;Tacuru;RPPS
03923703000180;MS;Taquarussu;RGPS
03501582000188;MS;Terenos;RPPS
03184041000173;MS;Três Lagoas;RPPS
24644502000113;MS;Vicentina;RPPS
03507571000105;MT;Acorizal;RPPS
15023898000190;MT;Água Boa;RPPS
15023906000107;MT;Alta Floresta;RPPS
03579836000180;MT;Alto Araguaia;RPPS
37465143000189;MT;Alto Boa Vista;RGPS
03133097000107;MT;Alto Garças;RGPS
03648532000128;MT;Alto Paraguai;RGPS
01362680000156;MT;Alto Taquari;RGPS
01321850000154;MT;Apiacás;RPPS
03239035000176;MT;Araguaiana;RPPS
03947926000187;MT;Araguainha;RPPS
15023914000145;MT;Araputanga;RPPS
24977654000138;MT;Arenápolis;RGPS
03507498000171;MT;Aripuanã;RPPS
03507563000169;MT;Barão de Melgaço;RPPS
03507522000172;MT;Barra do Bugres;RPPS
03439239000150;MT;Barra do Garças;RPPS
04173952000168;MT;Bom Jesus do Araguaia;RGPS
01375138000138;MT;Brasnorte;RGPS
03214145000183;MT;Cáceres;RPPS
00965152000129;MT;Campinápolis;RPPS
24772287000136;MT;Campo Novo do Parecis;RPPS
24950495000188;MT;Campo Verde;RPPS
01614516000199;MT;Campos de Júlio;RGPS
37465200000120;MT;Canabrava do Norte;RGPS
15023922000191;MT;Canarana;RPPS
01617905000178;MT;Carlinda;RPPS
24772154000160;MT;Castanheira;RPPS
03507530000119;MT;Chapada dos Guimarães;RPPS
01310499000104;MT;Cláudia;RPPS
00965145000127;MT;Cocalinho;RPPS
15023930000138;MT;Colíder;RPPS
04213687000102;MT;Colniza;RPPS
01367853000129;MT;Comodoro;RPPS
37464716000150;MT;Confresa;RPPS
04219688000156;MT;Conquista d'Oeste;RPPS
37465309000167;MT;Cotriguaçu;RPPS
03533064000146;MT;Cuiabá;RPPS
04217647000120;MT;Curvelândia;RPPS
03953718000190;MT;Denise;RGPS
03648540000174;MT;Diamantino;RGPS
03347119000123;MT;Dom Aquino;RGPS
01614088000102;MT;Feliz Natal;RPPS
01367762000193;MT;Figueirópolis d'Oeste;RPPS
01614539000101;MT;Gaúcha do Norte;RPPS
03503612000195;MT;General Carneiro;RPPS
37464955000100;MT;Glória d'Oeste;RPPS
03507415000144;MT;Governo do Estado do Mato Grosso;RPPS
03239019000183;MT;Guarantã do Norte;RPPS
03347127000170;MT;Guiratinga;RPPS
03239027000120;MT;Indiavaí;RGPS
07209245000172;MT;Ipiranga do Norte;RPPS
07209225000100;MT;Itanhangá;RGPS
03238961000127;MT;Itaúba;RPPS
03370251000156;MT;Itiquira;RPPS
03347135000116;MT;Jaciara;RPPS
24772147000168;MT;Jangada;RGPS
15023948000130;MT;Jauru;RPPS
15072663000199;MT;Juara;RPPS
15359201000157;MT;Juína;RPPS
24950461000193;MT;Juruena;RPPS
15023955000131;MT;Juscimeira;RGPS
37465408000149;MT;Lambari d'Oeste;RPPS
24772246000140;MT;Lucas do Rio Verde;RPPS
03503620000131;MT;Luciára;RGPS
03238987000175;MT;Marcelândia;RPPS
24772188000154;MT;Matupá;RPPS
03755477000175;MT;Mirassol d'Oeste;RPPS
03424272000107;MT;Nobres;RPPS
03425170000106;MT;Nortelândia;RPPS
03507514000126;MT;Nossa Senhora do Livramento;RPPS
33683822000173;MT;Nova Bandeirantes;RGPS
15023963000188;MT;Nova Brasilândia;RPPS
03238912000194;MT;Nova Canaã do Norte;RPPS
37465598000102;MT;Nova Guarita;RGPS
01614519000122;MT;Nova Lacerda;RPPS
37464989000102;MT;Nova Marilândia;RPPS
37464831000124;MT;Nova Maringá;RGPS
37465556000163;MT;Nova Monte Verde;RPPS
24772162000106;MT;Nova Mutum;RPPS
04202280000171;MT;Nova Nazaré;RPPS
03238920000130;MT;Nova Olímpia;RPPS
04214704000118;MT;Nova Santa Helena;RPPS
01614521000100;MT;Nova Ubiratã;RPPS
15024045000173;MT;Nova Xavantina;RPPS
03238888000193;MT;Novo Horizonte do Norte;RPPS
01614517000133;MT;Novo Mundo;RPPS
04199966000150;MT;Novo Santo Antônio;RGPS
03238581000192;MT;Novo São Joaquim;RGPS
03239043000112;MT;Paranaíta;RPPS
15023971000124;MT;Paranatinga;RPPS
03773942000109;MT;Pedra Preta;RGPS
03238631000131;MT;Peixoto de Azevedo;RPPS
37465176000129;MT;Planalto da Serra;RPPS
03162872000144;MT;Poconé;RGPS
33000670000167;MT;Pontal do Araguaia;RPPS
03503638000133;MT;Ponte Branca;RPPS
15023989000126;MT;Pontes e Lacerda;RPPS
03238672000128;MT;Porto Alegre do Norte;RGPS
03204187000133;MT;Porto dos Gaúchos;RGPS
03238904000148;MT;Porto Esperidião;RPPS
24740268000128;MT;Porto Estrela;RPPS
03408911000140;MT;Poxoréo;RPPS
01974088000105;MT;Primavera do Leste;RPPS
37465002000166;MT;Querência;RPPS
01367788000131;MT;Reserva do Cabaçal;RPPS
24772113000173;MT;Ribeirão Cascalheira;RPPS
15943434000100;MT;Ribeirãozinho;RPPS
15023997000172;MT;Rio Branco;RPPS
04221486000149;MT;Rondolândia;RGPS
03347101000121;MT;Rondonópolis;RPPS
03180924000105;MT;Rosário Oeste;RPPS
15024011000189;MT;Salto do Céu;RGPS
37465283000157;MT;Santa Carmem;RGPS
04178518000170;MT;Santa Cruz do Xingu;RGPS
04205596000117;MT;Santa Rita do Trivelato;RPPS
15031669000118;MT;Santa Terezinha;RPPS
37464161000146;MT;Santo Afonso;RPPS
04217362000190;MT;Santo Antônio do Leste;RPPS
03507555000112;MT;Santo Antônio do Leverger;RPPS
03918869000108;MT;São Félix do Araguaia;RPPS
32972424000104;MT;São José do Povo;RPPS
15024037000127;MT;São José do Rio Claro;RPPS
37465317000103;MT;São José do Xingu;RGPS
15024029000180;MT;São José dos Quatro Marcos;RPPS
37464948000108;MT;São Pedro da Cipa;RGPS
01614225000109;MT;Sapezal;RGPS
04204945000186;MT;Serra Nova Dourada;RGPS
15024003000132;MT;Sinop;RPPS
03239076000162;MT;Sorriso;RPPS
37464997000140;MT;Tabaporã;RPPS
03788239000166;MT;Tangará da Serra;RPPS
24772253000141;MT;Tapurah;RPPS
01978212000100;MT;Terra Nova do Norte;RPPS
03543303000149;MT;Tesouro;RGPS
03503646000180;MT;Torixoréu;RPPS
01614538000159;MT;União do Sul;RGPS
04215993000170;MT;Vale de São Domingos;RPPS
03507548000110;MT;Várzea Grande;RPPS
00179531000193;MT;Vera;RPPS
03214160000121;MT;Vila Bela da Santíssima Trindade;RPPS
03238862000145;MT;Vila Rica;RPPS
05105127000199;PA;Abaetetuba;RPPS
83211375000128;PA;Abel Figueiredo;RGPS
05196548000172;PA;Acará;RGPS
05119854000105;PA;Afuá;RPPS
34671057000134;PA;Água Azul do Norte;RGPS
04838793000173;PA;Alenquer;RGPS
05139464000105;PA;Almeirim;RGPS
05263116000137;PA;Altamira;RPPS
05849955000131;PA;Anajás;RGPS
05058441000168;PA;Ananindeua;RPPS
01613194000163;PA;Anapu;RGPS
04873600000115;PA;Augusto Corrêa;RGPS
83267989000121;PA;Aurora do Pará;RGPS
04542916000124;PA;Aveiro;RGPS
04876538000115;PA;Bagre;RGPS
05425871000170;PA;Baião;RPPS
01595320000102;PA;Bannach;RGPS
05058458000115;PA;Barcarena;RGPS
05055009000113;PA;Belém;RPPS
01614112000103;PA;Belterra;RGPS
05058466000161;PA;Benevides;RGPS
22938757000163;PA;Bom Jesus do Tocantins;RGPS
05149083000107;PA;Bonito;RGPS
04873592000107;PA;Bragança;RGPS
34887950000100;PA;Brasil Novo;RGPS
22938773000156;PA;Brejo Grande do Araguaia;RGPS
34626440000170;PA;Breu Branco;RGPS
04876389000194;PA;Breves;RPPS
05196563000110;PA;Bujaru;RGPS
04884482000140;PA;Cachoeira do Arari;RPPS
01612360000107;PA;Cachoeira do Piriá;RPPS
05105283000150;PA;Cametá;RGPS
01613321000124;PA;Canaã dos Carajás;RGPS
05149091000145;PA;Capanema;RPPS
05149109000109;PA;Capitão Poço;RGPS
05121991000184;PA;Castanhal;RPPS
04888111000137;PA;Chaves;RGPS
05835939000190;PA;Colares;RGPS
05070404000175;PA;Conceição do Araguaia;RGPS
14145791000152;PA;Concórdia do Pará;RGPS
34670976000193;PA;Cumaru do Norte;RGPS
22938732000160;PA;Curionópolis;RGPS
04876710000130;PA;Curralinho;RPPS
01613319000155;PA;Curuá;RGPS
05171939000132;PA;Curuçá;RGPS
22953681000145;PA;Dom Eliseu;RPPS
84139633000175;PA;Eldorado dos Carajás;RGPS
05178272000108;PA;Faro;RGPS
01613338000181;PA;Floresta do Araguaia;RGPS
22980940000127;PA;Garrafão do Norte;RGPS
83211433000113;PA;Goianésia do Pará;RGPS
05054861000176;PA;Governo do Estado do Pará;RPPS
04876397000130;PA;Gurupá;RGPS
05149117000155;PA;Igarapé-Açu;RGPS
05191333000169;PA;Igarapé-Miri;RGPS
05171921000130;PA;Inhangapi;RGPS
83268011000184;PA;Ipixuna do Pará;RGPS
05193123000100;PA;Irituia;RGPS
05138730000177;PA;Itaituba;RGPS
05077102000129;PA;Itupiranga;RGPS
10221745000134;PA;Jacareacanga;RGPS
05854633000180;PA;Jacundá;RGPS
05257555000137;PA;Juruti;RGPS
05105168000185;PA;Limoeiro do Ajuru;RGPS
05363023000184;PA;Mãe do Rio;RGPS
05171947000189;PA;Magalhães Barata;RGPS
05853163000130;PA;Marabá;RPPS
04880258000180;PA;Maracanã;RGPS
05171681000174;PA;Marapanim;RGPS
01611666000149;PA;Marituba;RGPS
34593525000108;PA;Medicilândia;RGPS
04876470000174;PA;Melgaço;RGPS
05846704000101;PA;Mocajuba;RGPS
05105135000135;PA;Moju;RGPS
17349848000123;PA;Mojuí dos Campos;RGPS
04838496000128;PA;Monte Alegre;RPPS
05105200000122;PA;Muaná;RPPS
84263862000105;PA;Nova Esperança do Piriá;RGPS
01612215000126;PA;Nova Ipixuna;RGPS
05149125000100;PA;Nova Timboteua;RGPS
10221786000120;PA;Novo Progresso;RGPS
34626416000131;PA;Novo Repartimento;RGPS
05131180000164;PA;Óbidos;RGPS
04876413000195;PA;Oeiras do Pará;RPPS
05131081000182;PA;Oriximiná;RGPS
05149133000148;PA;Ourém;RGPS
22980643000181;PA;Ourilândia do Norte;RGPS
22981427000150;PA;Pacajá;RGPS
83211417000120;PA;Palestina do Pará;RGPS
05193057000178;PA;Paragominas;RPPS
22980999000115;PA;Parauapebas;RGPS
34671016000148;PA;Pau d'Arco;RGPS
05149158000141;PA;Peixe-Boi;RGPS
01612163000198;PA;Piçarra;RGPS
01611858000155;PA;Placas;RGPS
05132436000158;PA;Ponta de Pedras;RGPS
04876447000180;PA;Portel;RPPS
05183827000100;PA;Porto de Moz;RGPS
04860854000107;PA;Prainha;RGPS
05149141000194;PA;Primavera;RGPS
01612367000129;PA;Quatipuru;RGPS
04144168000121;PA;Redenção;RPPS
04144176000178;PA;Rio Maria;RGPS
04780953000170;PA;Rondon do Pará;RGPS
10222297000193;PA;Rurópolis;RPPS
05149166000198;PA;Salinópolis;RGPS
04888517000110;PA;Salvaterra;RPPS
83334698000109;PA;Santa Bárbara do Pará;RGPS
04888830000158;PA;Santa Cruz do Arari;RPPS
05171699000176;PA;Santa Isabel do Pará;RGPS
63887848000102;PA;Santa Luzia do Pará;RGPS
10249381000109;PA;Santa Maria das Barreiras;RGPS
05149174000134;PA;Santa Maria do Pará;RGPS
05832977000199;PA;Santana do Araguaia;RPPS
05182233000176;PA;Santarém;RGPS
05149182000180;PA;Santarém Novo;RGPS
05059936000101;PA;Santo Antônio do Tauá;RPPS
05351614000131;PA;São Caetano de Odivelas;RGPS
83211391000110;PA;São Domingos do Araguaia;RGPS
05193115000163;PA;São Domingos do Capim;RGPS
05421300000168;PA;São Félix do Xingu;RGPS
05125992000105;PA;São Francisco do Pará;RGPS
10249241000122;PA;São Geraldo do Araguaia;RGPS
01613320000180;PA;São João da Ponta;RGPS
22981153000108;PA;São João de Pirabas;RGPS
05854534000107;PA;São João do Araguaia;RGPS
05193073000160;PA;São Miguel do Guamá;RGPS
05105143000181;PA;São Sebastião da Boa Vista;RPPS
01617317000134;PA;Sapucaia;RGPS
05421110000140;PA;Senador José Porfírio;RGPS
05133863000150;PA;Soure;RPPS
22941355000118;PA;Tailândia;RGPS
34823518000147;PA;Terra Alta;RGPS
23060866000193;PA;Terra Santa;RGPS
05196530000170;PA;Tomé-Açu;RGPS
01612999000192;PA;Tracuateua;RGPS
10221760000182;PA;Trairão;RGPS
22981088000102;PA;Tucumã;RPPS
05251632000141;PA;Tucuruí;RPPS
83334672000160;PA;Ulianópolis;RGPS
34593541000192;PA;Uruará;RGPS
05351606000195;PA;Vigia de Nazaré (antigo Vigia);RGPS
04873618000117;PA;Viseu;RGPS
34887935000153;PA;Vitória do Xingu;RGPS
04144150000120;PA;Xinguara;RGPS
09145368000112;PB;Água Branca;RPPS
08939944000130;PB;Aguiar;RGPS
08753204000105;PB;Alagoa Grande;RGPS
08700684000146;PB;Alagoa Nova;RPPS
08926263000138;PB;Alagoinha;RPPS
01612470000179;PB;Alcantil;RGPS
01612471000113;PB;Algodão de Jandaíra;RPPS
08778318000100;PB;Alhandra;RPPS
01612473000102;PB;Amparo;RGPS
01613168000135;PB;Aparecida;RGPS
08778029000100;PB;Araçagi;RGPS
08778755000123;PB;Arara;RPPS
